# Forces            
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              forces(pressure viscous porous)	moments(pressure viscous porous)
1.005               	((7.243373710456e-01 -3.387795789064e+00 -2.079639706387e-19) (-8.935385752674e-02 -2.132259035013e-02 4.695112656981e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.337073996594e-18 1.631507111076e-18 -2.564123738454e+01) (3.059010273845e-18 -3.694299880897e-18 4.328473211214e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.01                	((8.954967383470e-01 -4.194582445891e+00 6.386094069827e-21) (-7.456684606237e-02 -2.013814997780e-02 1.957605477985e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.541166478093e-20 -1.309826565529e-19 -3.341984590166e+01) (1.273620753179e-17 -1.613461996153e-17 3.419963957119e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.015               	((1.006726522652e+00 -4.891883575887e+00 -2.766287097636e-19) (-6.297106917012e-02 -1.983731438171e-02 3.254519934274e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.755963944830e-18 2.113072807616e-18 -3.999169363241e+01) (2.093791279350e-17 -2.626128722258e-17 2.659221216965e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.02                	((1.059324764711e+00 -5.445238951071e+00 1.133441115205e-19) (-5.846305181131e-02 -2.065762347968e-02 6.878078834484e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((7.137876789355e-19 -8.758259806175e-19 -4.508881836455e+01) (4.376770414340e-17 -5.448530040923e-17 2.276088625899e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.025               	((1.061820323856e+00 -5.835628993067e+00 4.045711975769e-19) (-6.016725562465e-02 -2.201056713726e-02 3.219904608491e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.539065665392e-18 -3.091247224713e-18 -4.861835547316e+01) (2.292448564440e-18 -3.577834644738e-18 2.237850731173e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.03                	((1.025942612963e+00 -6.056616886717e+00 1.858958589092e-19) (-6.804553165700e-02 -2.540346548244e-02 1.609446563014e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.154161180117e-18 -1.359519786728e-18 -5.061282155117e+01) (1.050676345542e-17 -1.438164716828e-17 2.406956554534e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.035               	((9.639586554217e-01 -6.120865597852e+00 6.655567391681e-20) (-8.082371986920e-02 -2.870266889868e-02 -1.147510928588e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.048787780341e-19 -4.343268955316e-19 -5.125825457295e+01) (-7.829367619211e-18 1.221095310579e-17 2.889501691190e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.04                	((8.859919631571e-01 -6.047719030516e+00 1.721596860673e-19) (-9.708027198071e-02 -3.155441338969e-02 2.460268447870e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.060760229923e-18 -1.275322637006e-18 -5.077210457344e+01) (1.529175535501e-18 -1.812806168315e-18 3.629282000083e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.045               	((8.004986578846e-01 -5.872278035100e+00 -1.146822477107e-19) (-1.148075971952e-01 -3.339195381585e-02 -2.627070791799e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-7.114508058689e-19 8.784158573934e-19 -4.946532946614e+01) (-1.947602751587e-18 3.557612051071e-18 4.544315950098e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.05                	((7.128407793451e-01 -5.624255083547e+00 1.939359533203e-19) (-1.315013244318e-01 -3.353785982104e-02 4.020750492050e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.202584381816e-18 -1.540725808536e-18 -4.760658811219e+01) (2.493966350397e-18 -3.085443840788e-18 5.532959518592e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.055               	((6.308761452672e-01 -5.365123139036e+00 -1.177908941101e-19) (-1.464083889387e-01 -3.258541829988e-02 -1.386472707569e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-7.262549377591e-19 8.887282875221e-19 -4.570138963544e+01) (-8.557644240252e-18 1.088401693524e-17 6.500148215151e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.06                	((5.521821822103e-01 -5.074701579985e+00 -3.366250930185e-20) (-1.593968742922e-01 -3.094175012568e-02 8.635436677394e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.966816959421e-19 1.666768783111e-19 -4.357749483302e+01) (5.593216621522e-18 -8.577880429385e-18 7.401442140951e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.065               	((4.737849474752e-01 -4.733410741560e+00 -1.669503125412e-20) (-1.703158019797e-01 -2.909476580337e-02 4.472126844815e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-9.724410276127e-20 9.208394108860e-20 -4.104286052017e+01) (2.881378582813e-18 -4.444346572228e-18 8.181793723585e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.07                	((3.946348220261e-01 -4.331306238136e+00 1.029759114457e-19) (-1.780173086531e-01 -2.653260361527e-02 -8.166377267592e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.337837176618e-19 -8.495081291987e-19 -3.797843405392e+01) (-5.130308063882e-18 7.595188700575e-18 8.816442443511e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.075               	((3.153706876858e-01 -3.853108246238e+00 -4.785585139872e-20) (-1.821120982889e-01 -2.403178297804e-02 9.668257168183e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.958066949273e-19 4.229263858108e-19 -3.428099894186e+01) (5.867163209235e-18 -6.908921475067e-18 9.211912065725e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.08                	((2.375223929018e-01 -3.289756059248e+00 -7.571765331783e-20) (-1.822883092661e-01 -2.141772906966e-02 5.572320879873e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.629014165422e-19 6.125342963925e-19 -2.988265525779e+01) (3.432108506250e-18 -4.468773675828e-18 9.368402023872e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.085               	((1.632513658544e-01 -2.628356026683e+00 -4.418725215950e-20) (-1.780753404811e-01 -1.927207304159e-02 -2.593516620672e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.691587782960e-19 3.292664957684e-19 -2.469525700903e+01) (-1.665750575812e-18 3.242831648240e-18 9.206751451224e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.09                	((9.662252382960e-02 -1.851302622357e+00 1.003941543978e-20) (-1.689350457033e-01 -1.807142213071e-02 1.015242798848e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.294942550617e-20 -8.664806522039e-20 -1.859833938371e+01) (6.141940931927e-18 -7.780182530738e-18 8.653854984123e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.095               	((4.447927728265e-02 -9.514550124938e-01 -2.220757249462e-21) (-1.529474170193e-01 -1.765928355404e-02 -8.052565746805e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.360035056352e-20 1.559798359065e-20 -1.156501395313e+01) (-4.843599015688e-18 5.807526796493e-18 7.613523768177e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.1                 	((1.607619447464e-02 8.534835425321e-02 1.117820900104e-21) (-1.288900724662e-01 -1.840832306901e-02 2.095325486053e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.517005164513e-21 1.089537944028e-20 -3.532619106899e+00) (1.266797830618e-17 -2.086530139932e-17 5.988683577485e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.105               	((2.292813378370e-02 1.298264889862e+00 -8.510833273898e-22) (-9.830898965233e-02 -1.933330694051e-02 1.851797545371e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.933116670398e-21 1.566730095852e-20 5.743752031278e+00) (1.108823543292e-17 -1.627254373680e-17 3.982917744656e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.11                	((7.883553152279e-02 2.687530172577e+00 -2.216936063867e-20) (-6.316440264468e-02 -2.041184740245e-02 5.793494682890e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.328744954257e-19 1.788921165303e-19 1.620457106426e+01) (3.420489997655e-17 -5.596999150900e-17 1.732051945357e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.115               	((1.975497163101e-01 4.245657678807e+00 -9.033033437344e-20) (-2.716156662257e-02 -1.900712138950e-02 8.118196003866e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.375286923370e-19 7.189269937360e-19 2.774369591282e+01) (4.744961501260e-18 -7.562733589413e-18 -2.804422403903e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.12                	((3.862832776754e-01 5.903355938627e+00 -2.659300390388e-20) (3.988094983531e-03 -1.679205175328e-02 2.242612837804e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.566273816245e-19 2.078963466949e-19 3.977823675525e+01) (1.295408370706e-17 -2.115998026417e-17 -1.875784235055e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.125               	((6.321834852280e-01 7.482887747876e+00 -7.189705779953e-20) (2.630651681133e-02 -1.265139116033e-02 -7.019292903982e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.173784321252e-19 6.143646502938e-19 5.096838030017e+01) (-4.094050878679e-18 6.365494863297e-18 -2.718546844399e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.13                	((9.058120546020e-01 8.745162168219e+00 1.113551603373e-19) (3.315929580900e-02 -1.319550297301e-02 -1.377429797021e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.563944717361e-19 -8.744780952018e-19 5.951782460798e+01) (-7.804547372911e-18 1.256236972938e-17 -3.076686329128e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.135               	((1.155250434158e+00 9.446319688731e+00 1.425649997988e-19) (2.430613461972e-02 -1.138393826841e-02 -8.299495906954e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((8.488013604105e-19 -9.554661243933e-19 6.372126352424e+01) (-4.334289619280e-18 9.711153205714e-18 -2.331481701015e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.14                	((1.354576566879e+00 9.592064658774e+00 -5.540362101327e-20) (5.428592120306e-03 -8.750470646275e-03 -8.589061753056e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.838976329655e-19 6.144267976633e-19 6.377281235070e+01) (-4.605314512821e-18 8.578681019634e-18 -9.755862680511e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.145               	((1.482552233602e+00 9.289272172705e+00 -8.496839720860e-20) (-1.859257085927e-02 -7.252096106320e-03 1.464471239597e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.063983357203e-19 5.806186271342e-19 6.069028206191e+01) (8.849299086550e-19 -1.026633147067e-18 5.208985729509e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.15                	((1.534423757988e+00 8.727102865409e+00 -4.189303352569e-19) (-4.703603138920e-02 -5.712592805468e-03 6.042126357464e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.359204764770e-18 3.531524437731e-18 5.607164319863e+01) (3.149667098504e-18 -6.066611777141e-18 2.224221383748e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.155               	((1.504289056297e+00 7.989916284547e+00 5.305449730595e-20) (-7.955101101143e-02 -2.940046033300e-03 -7.881303800643e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.930154855355e-19 -4.295382354849e-19 5.061371689983e+01) (-4.809832288879e-18 4.909328511152e-18 4.231842935293e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.16                	((1.355992266016e+00 6.983694499007e+00 2.774633298366e-19) (-1.166491234145e-01 3.471392521462e-03 3.332819593552e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.594791195920e-18 -2.027765151069e-18 4.370269084156e+01) (1.872752188413e-17 -2.670345693923e-17 6.790550120687e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.165               	((1.084331233648e+00 5.709646141287e+00 -2.595437794166e-19) (-1.571368427151e-01 1.199732924312e-02 -1.668103280197e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.506755708227e-18 1.900984110133e-18 3.532302343568e+01) (-8.906681396440e-18 1.466557541039e-17 9.702779336701e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.17                	((7.393359946592e-01 4.331219120007e+00 -6.259087421306e-20) (-1.970160499496e-01 2.197245889844e-02 -1.890924615641e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.305287025251e-19 6.030386960656e-19 2.646483751373e+01) (-1.042718077997e-17 1.585072112994e-17 1.269724295365e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.175               	((4.038888772399e-01 3.088995335853e+00 -1.038072905118e-19) (-2.312109421418e-01 3.166069742360e-02 1.177813297171e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.837607708336e-19 7.779518919119e-19 1.857207998063e+01) (6.418001753345e-18 -9.991414289498e-18 1.536715264338e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.18                	((1.365825251294e-01 2.113144669354e+00 1.615986825826e-19) (-2.569945799381e-01 3.900297212043e-02 2.312463990633e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((9.411697005479e-19 -1.198308396736e-18 1.239286474009e+01) (1.196912237009e-17 -2.138762366217e-17 1.742352507023e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.185               	((-5.645935781094e-02 1.372212959540e+00 2.340137223078e-19) (-2.736488275519e-01 4.038704189173e-02 -1.868017161176e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.372597781772e-18 -1.670998374807e-18 7.654513054196e+00) (-9.124680300348e-19 1.676876445398e-18 1.850495200603e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.19                	((-1.881989534214e-01 7.745538622100e-01 -1.456087880641e-20) (-2.818781901243e-01 3.768643133784e-02 1.788101437810e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.890726665798e-20 8.965878101721e-20 3.734453055693e+00) (9.891312843674e-18 -1.507718299304e-17 1.881514098557e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.195               	((-2.923596804448e-01 1.275987269620e-01 4.961704503312e-20) (-2.813559473461e-01 3.122821421732e-02 -1.227771727097e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.554258474164e-19 -5.245678289747e-19 -6.558988739198e-01) (-6.289541373088e-18 1.230526856621e-17 1.835865848009e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.2                 	((-3.593769850946e-01 -5.795454311249e-01 1.556461326993e-19) (-2.701205181769e-01 2.198601618184e-02 3.016342134350e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((9.034233260822e-19 -1.193171144838e-18 -5.649731180258e+00) (1.612137435558e-17 -2.969713255305e-17 1.709992611754e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.205               	((-4.062701992266e-01 -1.511055602145e+00 2.154099706998e-20) (-2.485855186415e-01 1.057757047521e-02 2.128456890147e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.292709860445e-19 -1.521560103315e-19 -1.248539614037e+01) (1.201025179392e-17 -1.884735747081e-17 1.508986489733e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.21                	((-4.100249515765e-01 -2.710691465916e+00 -3.965066276498e-20) (-2.184006443100e-01 -1.593897068192e-03 1.567773097860e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.320873597293e-19 3.291728382166e-19 -2.164482453364e+01) (8.772436484045e-18 -1.627670223103e-17 1.250811507745e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.215               	((-3.355688786201e-01 -4.141058583782e+00 -1.606628265758e-19) (-1.815260954650e-01 -1.257781725761e-02 1.208717715561e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-9.465133967356e-19 1.326367257475e-18 -3.304639342653e+01) (6.979807886018e-18 -1.260412651831e-17 9.581357521836e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.22                	((-1.486272445520e-01 -5.669574651147e+00 -1.120085554133e-19) (-1.414682287257e-01 -1.955994440202e-02 -6.108735313753e-20) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-6.684901513164e-19 9.763963467294e-19 -4.582209642073e+01) (-3.460304051677e-19 1.722245055282e-18 6.738297347137e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.225               	((1.566130160053e-01 -7.108096731563e+00 -6.218929259276e-20) (-1.017193138161e-01 -2.161377697418e-02 -4.422140275418e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.777728170662e-19 3.911617371471e-19 -5.852267014791e+01) (-2.694181901425e-17 4.198624669560e-17 4.262670271059e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.23                	((5.505771371664e-01 -8.253593388992e+00 -2.691313168496e-20) (-6.713203164541e-02 -1.885093307338e-02 3.497770790806e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.669717112495e-19 1.703448853942e-19 -6.937296396415e+01) (2.188794141779e-17 -3.450680617861e-17 2.445490674319e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.235               	((9.594614184646e-01 -8.851167845591e+00 9.620759448496e-20) (-4.315294081102e-02 -1.290455638608e-02 7.615637945099e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.724516909984e-19 -5.767879689246e-19 -7.594869574021e+01) (4.858004380974e-18 -6.647290011513e-18 1.504192139097e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.24                	((1.279871146079e+00 -8.746311713758e+00 -1.193482669251e-20) (-3.347426721574e-02 -5.779522636566e-03 2.985217719207e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-9.130857234335e-20 1.921104296357e-19 -7.640666238343e+01) (1.988897697752e-17 -3.063896574284e-17 1.530709436692e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.245               	((1.411669684605e+00 -7.921297290859e+00 1.039703388755e-19) (-3.946759874074e-02 5.495259074343e-04 -1.008631207358e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.177003451502e-19 -6.166552244209e-19 -6.995642665148e+01) (-6.666446677065e-17 8.945475388218e-17 2.491959982965e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.25                	((1.309175710397e+00 -6.546948394699e+00 -1.377673170971e-19) (-5.957513665217e-02 4.885249102365e-03 6.368229096061e-20) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.428553445807e-19 8.452706119289e-19 -5.767573534568e+01) (9.164618445908e-19 -2.490628823705e-18 4.231574741786e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.255               	((9.835134037780e-01 -4.848365451729e+00 -5.147428511512e-19) (-9.121657704135e-02 5.328072204650e-03 5.190409931933e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.290364330919e-18 3.811796614930e-18 -4.139096317771e+01) (3.446561135105e-17 -4.210188302574e-17 6.442499904955e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.26                	((5.025504545941e-01 -3.079078582276e+00 -9.221927160512e-20) (-1.268868144094e-01 1.912471897756e-03 3.302698331613e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-6.237188454774e-19 7.325744733627e-19 -2.358357729545e+01) (2.340906602363e-17 -3.109025051300e-17 8.638375032181e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.265               	((-5.883366158751e-02 -1.371919493177e+00 -3.595145121862e-19) (-1.626499331636e-01 -4.959274770020e-03 7.253905005424e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.277307745869e-18 2.534039160515e-18 -5.811612289180e+00) (5.105189725609e-17 -6.533573191066e-17 1.058148344579e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.27                	((-5.839636760594e-01 6.560185519485e-02 3.908492912318e-21) (-1.920669102650e-01 -1.112326258512e-02 5.257638339463e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((8.658839802670e-20 -2.151452805272e-19 9.558807388984e+00) (3.639814034239e-17 -4.563589747746e-17 1.216357356185e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.275               	((-1.007264698147e+00 1.215495120997e+00 -2.349570650543e-19) (-2.134202809653e-01 -1.573749634536e-02 -2.233621052310e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.532994508423e-18 1.775831763585e-18 2.192583681169e+01) (-1.492461786945e-17 1.772891712053e-17 1.330780593479e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.28                	((-1.313561823109e+00 2.160366074639e+00 4.310003137656e-19) (-2.254512680947e-01 -2.087164881634e-02 3.477203528253e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.717862248101e-18 -2.954438556104e-18 3.182273014807e+01) (2.513839097440e-18 -3.595523711607e-18 1.372116773185e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.285               	((-1.472061475794e+00 2.867143259583e+00 1.620790207883e-19) (-2.265900428787e-01 -2.200420928409e-02 -3.860171644171e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((9.569239046855e-19 -9.276397767136e-19 3.880326678527e+01) (-2.605718626563e-17 3.219521907754e-17 1.369780818104e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.29                	((-1.538842298696e+00 3.548619434356e+00 -4.345152103951e-19) (-2.161593025176e-01 -1.593946210714e-02 2.139818914395e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.893021895347e-18 3.474268445577e-18 4.492376832291e+01) (1.284986045918e-17 -1.331714807052e-17 1.348839390108e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.295               	((-1.480836841635e+00 4.121934061720e+00 7.125965574222e-19) (-1.918910232490e-01 -3.084608003960e-03 2.011055160213e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.634939798199e-18 -5.465138557646e-18 4.910751239680e+01) (1.434611115479e-17 -1.963555990812e-17 1.293387857715e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.3                 	((-1.306173797065e+00 4.540067112631e+00 2.967704098048e-20) (-1.539391649483e-01 7.485506923191e-03 6.655040822476e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.484274554505e-19 -4.488273310558e-20 5.109228251233e+01) (4.755304270148e-17 -6.822840073569e-17 1.125394259623e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.305               	((-1.010221762428e+00 4.658041673715e+00 -2.933355779941e-19) (-1.037884355673e-01 1.375609623240e-02 4.549769886668e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.763438810976e-18 1.832666714210e-18 4.981063057553e+01) (2.841688609438e-17 -3.205059717815e-17 8.414759337099e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.31                	((-6.316003207395e-01 4.411329948151e+00 1.839865035627e-19) (-4.848731904832e-02 1.321696866216e-02 -1.249960988356e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.215052310371e-18 -1.626466152092e-18 4.505827201799e+01) (-7.508784201723e-18 7.867255480797e-18 4.715195993813e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.315               	((-2.601494569978e-01 3.952238712675e+00 2.621896521010e-20) (3.802634120164e-03 6.317566243595e-03 8.585403843424e-20) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.760522010999e-19 -2.369123696558e-19 3.868980950521e+01) (5.531515041497e-19 -6.660533063550e-19 7.450143496285e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.32                	((5.670592755949e-02 3.300595325602e+00 8.891469409349e-20) (4.561527105337e-02 -4.288603429917e-03 -3.808284851156e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.370482028596e-19 -5.918088780991e-19 3.118002555868e+01) (-2.470522934961e-17 3.909423171635e-17 -2.798063602536e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.325               	((2.917424151893e-01 2.399398353021e+00 1.061958697483e-19) (6.891936440497e-02 -1.859054766266e-02 2.367865736764e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.500600650523e-19 -7.308429211449e-19 2.222863852148e+01) (1.577876204681e-18 -2.992544744192e-18 -5.443335190409e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.33                	((4.278816289188e-01 1.216670307920e+00 8.968654086684e-20) (7.321319759561e-02 -3.554624591702e-02 -4.241916253301e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.478059007815e-19 -6.873174653079e-19 1.167595772167e+01) (-2.606922082413e-17 3.962010329926e-17 -7.120341478874e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.335               	((4.483333359945e-01 -5.331844158863e-02 -4.884537398318e-20) (6.050890908652e-02 -5.145835105580e-02 2.122796567264e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.969280010855e-19 4.883666226985e-19 1.124251896800e+00) (1.281874302387e-17 -1.587053737309e-17 -7.683671640477e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.34                	((3.703963799967e-01 -1.240542425266e+00 7.282023561950e-20) (3.529790636005e-02 -6.249643390891e-02 1.858262547020e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.327901147726e-19 -6.608237686755e-19 -8.185305054581e+00) (1.080006949225e-18 9.568203107650e-19 -7.110025496349e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.345               	((2.226018873475e-01 -2.309343489790e+00 4.575048196052e-20) (1.594727284945e-03 -6.724165728958e-02 6.729210759266e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.675390922742e-19 -4.466722303016e-19 -1.619033537080e+01) (3.986075774345e-18 -5.571252232298e-18 -5.542496900523e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
